name	hashes	dependencies
readr	8756894501ebba572593570c2baa4861	utils
readr	8756894501ebba572593570c2baa4861	vroom
rematch2	dc6c4044e30a47dddd7b87ca31ba3699	tibble
remotes	3367163707d7dbba7665c5a647784fe9	methods
remotes	3367163707d7dbba7665c5a647784fe9	stats
remotes	3367163707d7dbba7665c5a647784fe9	tools
remotes	3367163707d7dbba7665c5a647784fe9	utils
renv	7136bfdd870fed83d8b0cb89ebc5cb0a	utils
rlang	e8d1d1373b11846da912106d917fbcd5	utils
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	bslib
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	evaluate
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	fontawesome
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	htmltools
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	jquerylib
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	jsonlite
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	knitr
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	methods
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	stringr
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	tinytex
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	tools
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	utils
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	xfun
rmarkdown	0ef07f998790825a9b0eed3696fb60d7	yaml
roxygen2	80acde3978a05ab69e8235682164d45b	brew
roxygen2	80acde3978a05ab69e8235682164d45b	cli
roxygen2	80acde3978a05ab69e8235682164d45b	commonmark
roxygen2	80acde3978a05ab69e8235682164d45b	desc
roxygen2	80acde3978a05ab69e8235682164d45b	knitr
roxygen2	80acde3978a05ab69e8235682164d45b	methods
roxygen2	80acde3978a05ab69e8235682164d45b	pkgload
roxygen2	80acde3978a05ab69e8235682164d45b	purrr
roxygen2	80acde3978a05ab69e8235682164d45b	R6
roxygen2	80acde3978a05ab69e8235682164d45b	rlang
roxygen2	80acde3978a05ab69e8235682164d45b	stringi
roxygen2	80acde3978a05ab69e8235682164d45b	stringr
roxygen2	80acde3978a05ab69e8235682164d45b	utils
roxygen2	80acde3978a05ab69e8235682164d45b	withr
roxygen2	80acde3978a05ab69e8235682164d45b	xml2
rpart	54c8200837acc4987e71b3f776ddb950	graphics
rpart	54c8200837acc4987e71b3f776ddb950	stats
rpart	54c8200837acc4987e71b3f776ddb950	grDevices
rversions	fd602888614ab1f97e9e95368fd2c3ed	curl
rversions	fd602888614ab1f97e9e95368fd2c3ed	utils
rversions	fd602888614ab1f97e9e95368fd2c3ed	xml2
sass	4c8aa7e615f8de07127f49885e492b4b	fs
sass	4c8aa7e615f8de07127f49885e492b4b	rlang
sass	4c8aa7e615f8de07127f49885e492b4b	htmltools
sass	4c8aa7e615f8de07127f49885e492b4b	R6
sass	4c8aa7e615f8de07127f49885e492b4b	rappdirs
sessioninfo	a09e6ed7aab5b8494549c4d3a18cf7cc	cli
sessioninfo	a09e6ed7aab5b8494549c4d3a18cf7cc	tools
sessioninfo	a09e6ed7aab5b8494549c4d3a18cf7cc	utils
shiny	3d14f90122e1bed070f13460c2a19d02	utils
shiny	3d14f90122e1bed070f13460c2a19d02	grDevices
shiny	3d14f90122e1bed070f13460c2a19d02	httpuv
shiny	3d14f90122e1bed070f13460c2a19d02	mime
shiny	3d14f90122e1bed070f13460c2a19d02	jsonlite
shiny	3d14f90122e1bed070f13460c2a19d02	xtable
shiny	3d14f90122e1bed070f13460c2a19d02	fontawesome
shiny	3d14f90122e1bed070f13460c2a19d02	htmltools
shiny	3d14f90122e1bed070f13460c2a19d02	R6
shiny	3d14f90122e1bed070f13460c2a19d02	sourcetools
shiny	3d14f90122e1bed070f13460c2a19d02	later
shiny	3d14f90122e1bed070f13460c2a19d02	promises
shiny	3d14f90122e1bed070f13460c2a19d02	tools
